Kuupäev;Kask;Lepp;Sarapuu;Kõrrelised;Puju;Kadakas;Malts;Alternaria
"2019-09-25 01:00";0;0;0;0;0;0;0;5
"2019-09-24 01:00";0;0;0;0;0;0;0;6
"2019-09-23 01:00";0;0;0;0;0;0;0;0
"2019-09-22 01:00";0;0;0;0;0;0;0;11
"2019-09-21 01:00";0;0;0;0;0;0;0;4
"2019-09-20 01:00";0;0;0;0;0;0;0;11
"2019-09-19 01:00";0;0;0;0;0;0;0;1
"2019-09-18 01:00";0;0;0;0;0;0;0;0
"2019-09-17 01:00";0;0;0;0;0;0;0;0
"2019-09-16 01:00";0;0;0;0;0;0;0;0
"2019-09-15 01:00";0;0;0;0;0;0;0;5
"2019-09-14 01:00";0;0;0;0;0;0;0;6
"2019-09-13 01:00";0;0;0;0;0;0;0;4
"2019-09-12 01:00";0;0;0;2;0;0;0;5
"2019-09-11 01:00";0;0;0;2;0;0;2;55
"2019-09-10 01:00";0;0;0;7;7;0;0;169
"2019-09-09 01:00";0;0;0;1;0;0;0;29
"2019-09-08 01:00";0;0;0;5;0;0;0;57
"2019-09-07 01:00";0;0;0;0;0;0;0;16
"2019-09-06 01:00";0;0;0;1;0;0;0;32
"2019-09-05 01:00";0;0;0;1;0;0;0;82
"2019-09-04 01:00";0;0;0;1;0;0;0;21
"2019-09-03 01:00";0;0;0;0;0;0;0;14
"2019-09-02 01:00";0;0;0;7;0;0;0;82
"2019-09-01 01:00";0;0;0;2;0;0;0;66
"2019-08-31 01:00";1;0;0;4;0;0;0;32
"2019-08-30 01:00";0;0;0;1;0;0;0;66
"2019-08-29 01:00";1;0;0;5;1;0;1;190
"2019-08-28 01:00";0;0;0;7;0;0;0;161
"2019-08-27 01:00";0;0;0;1;0;0;0;71
"2019-08-26 01:00";0;0;0;5;0;0;0;76
"2019-08-25 01:00";0;0;0;1;1;0;0;96
"2019-08-24 01:00";0;0;0;4;0;0;0;22
"2019-08-23 01:00";0;1;0;5;4;0;0;68
"2019-08-22 01:00";0;0;0;2;2;0;0;76
"2019-08-21 01:00";0;0;0;2;0;0;0;86
"2019-08-20 01:00";0;0;0;9;0;0;2;59
"2019-08-19 01:00";0;0;0;4;5;0;0;124
"2019-08-18 01:00";0;0;0;8;11;0;0;413
"2019-08-17 01:00";0;0;0;7;8;0;0;325
"2019-08-16 01:00";1;0;0;5;5;0;0;132
"2019-08-15 01:00";0;0;0;1;1;0;0;18
"2019-08-14 01:00";0;0;0;2;5;0;0;60
"2019-08-13 01:00";1;0;0;5;8;0;3;115
"2019-08-12 01:00";0;0;0;5;13;0;1;136
"2019-08-11 01:00";0;0;0;1;8;0;0;49
"2019-08-10 01:00";0;0;0;11;11;0;0;85
"2019-08-09 01:00";3;0;0;8;1;0;0;137
"2019-08-08 01:00";0;0;0;1;5;0;0;236
"2019-08-07 01:00";1;0;0;0;8;0;0;8
"2019-08-06 01:00";3;0;0;1;7;0;0;43
"2019-08-05 01:00";1;0;0;5;11;0;1;16
"2019-08-04 01:00";0;0;0;3;1;0;0;5
"2019-08-03 01:00";0;0;0;0;7;0;0;5
"2019-08-02 01:00";0;0;0;5;7;0;0;7
"2019-08-01 01:00";0;0;0;5;9;0;0;7
"2019-07-31 01:00";0;0;0;2;9;0;0;14
"2019-07-30 01:00";2;0;0;0;9;0;0;14
"2019-07-29 01:00";0;0;0;2;13;0;0;42
"2019-07-28 01:00";2;0;0;2;20;0;0;7
"2019-07-27 01:00";2;0;0;2;9;0;0;28
"2019-07-26 01:00";3;0;0;0;13;0;2;28
"2019-07-25 01:00";2;0;0;3;9;0;0;14
"2019-07-24 01:00";5;0;0;5;2;0;2;49
"2019-07-23 01:00";0;0;0;5;2;0;0;0
"2019-07-22 01:00";0;0;0;0;2;0;0;0
"2019-07-21 01:00";0;0;0;9;9;0;3;14
"2019-07-20 01:00";0;0;0;6;3;0;0;7
"2019-07-19 01:00";0;0;0;11;0;0;2;14
"2019-07-18 01:00";0;0;0;13;0;0;3;15
"2019-07-17 01:00";0;0;0;5;0;0;0;8
"2019-07-16 01:00";0;0;0;7;1;0;0;33
"2019-07-15 01:00";0;0;0;11;0;1;0;9
"2019-07-14 01:00";0;0;0;7;0;0;0;0
"2019-07-13 01:00";0;0;0;1;0;0;0;9
"2019-07-12 01:00";0;0;0;4;0;0;0;1
"2019-07-11 01:00";0;0;0;16;0;0;0;14
"2019-07-10 01:00";0;0;0;11;0;0;0;3
"2019-07-09 01:00";0;0;0;1;0;0;0;0
"2019-07-08 01:00";0;0;0;0;0;0;1;7
"2019-07-07 01:00";0;0;0;7;0;0;0;4
"2019-07-06 01:00";0;0;0;7;0;0;0;4
"2019-07-05 01:00";0;1;0;4;0;0;0;1
"2019-07-04 01:00";0;0;0;5;0;0;0;5
"2019-07-03 01:00";5;0;0;9;0;0;0;8
"2019-07-02 01:00";0;0;0;8;0;1;0;5
"2019-07-01 01:00";3;0;0;40;0;1;0;26
"2019-06-30 01:00";0;0;0;13;0;8;0;10
"2019-06-29 01:00";0;0;0;24;0;0;0;3
"2019-06-28 01:00";3;0;0;22;0;3;0;7
"2019-06-27 01:00";3;0;0;3;0;0;0;0
"2019-06-26 01:00";0;0;0;7;0;0;0;5
"2019-06-25 01:00";0;0;0;9;0;0;0;0
"2019-06-24 01:00";1;0;0;14;0;0;0;3
"2019-06-23 01:00";1;0;0;35;0;0;3;3
"2019-06-22 01:00";0;0;0;17;0;0;0;5
"2019-06-21 01:00";0;0;0;24;0;0;0;5
"2019-06-20 01:00";0;0;0;41;0;0;1;35
"2019-06-19 01:00";2;0;0;14;0;0;0;5
"2019-06-18 01:00";5;0;0;22;0;0;0;19
"2019-06-17 01:00";0;0;0;52;0;0;0;22
"2019-06-16 01:00";0;0;0;84;0;1;0;26
"2019-06-15 01:00";1;0;0;30;0;1;0;24
"2019-06-14 01:00";2;0;0;2;0;0;0;4
"2019-06-13 01:00";6;0;0;5;0;0;0;28
"2019-06-12 01:00";11;2;0;15;0;3;0;4
"2019-06-11 01:00";3;0;0;21;0;2;0;7
"2019-06-10 01:00";4;0;0;24;1;0;0;11
"2019-06-09 01:00";7;0;0;23;0;0;0;16
"2019-06-08 01:00";5;0;0;34;0;1;0;20
"2019-06-07 01:00";7;0;0;18;0;1;0;11
"2019-06-06 01:00";6;1;0;11;0;0;0;9
"2019-06-05 01:00";6;1;0;14;0;2;0;19
"2019-06-04 01:00";11;2;0;12;0;0;0;7
"2019-06-03 01:00";9;0;0;5;0;3;0;5
"2019-06-02 01:00";10;2;0;1;0;12;0;3
"2019-06-01 01:00";13;3;0;4;0;3;0;65
"2019-05-31 01:00";13;0;0;4;0;11;0;6
"2019-05-30 01:00";21;2;0;2;0;5;0;8
"2019-05-29 01:00";21;1;0;7;0;38;0;5
"2019-05-28 01:00";7;3;0;0;0;0;0;3
"2019-05-27 01:00";5;0;0;0;0;0;0;0
"2019-05-26 01:00";11;0;0;1;0;2;0;3
"2019-05-25 01:00";33;4;0;2;0;17;0;3
"2019-05-24 01:00";9;0;0;0;0;0;0;3
"2019-05-23 01:00";90;2;0;0;0;36;0;9
"2019-05-22 01:00";37;2;0;0;0;7;0;6
"2019-05-21 01:00";67;3;0;2;0;25;0;4
"2019-05-20 01:00";119;2;0;2;0;21;0;3
"2019-05-19 01:00";412;9;0;0;0;3;0;0
"2019-05-18 01:00";467;4;0;0;0;5;0;2
"2019-05-17 01:00";435;2;0;0;0;1;0;0
"2019-05-16 01:00";283;3;0;0;0;0;0;2
"2019-05-15 01:00";271;4;0;0;0;1;0;3
"2019-05-14 01:00";274;3;0;0;0;0;0;1
"2019-05-13 01:00";49;4;0;0;0;0;0;1
"2019-05-12 01:00";303;4;0;0;0;6;0;7
"2019-05-11 01:00";17;1;0;0;0;0;0;3
"2019-05-10 01:00";439;5;0;0;0;0;0;0
"2019-05-09 01:00";1271;12;0;0;0;2;0;3
"2019-05-08 01:00";259;6;0;0;0;0;0;2
"2019-05-07 01:00";;;;;;;;
"2019-05-06 01:00";295;12;0;0;0;2;0;0
"2019-05-05 01:00";136;4;0;0;0;0;0;3
"2019-05-04 01:00";52;3;0;0;0;0;0;0
"2019-05-03 01:00";43;6;0;0;0;0;0;
"2019-05-02 01:00";14;6;0;0;0;0;0;
"2019-05-01 01:00";884;9;0;0;0;0;0;1
"2019-04-30 01:00";109;6;0;0;0;0;0;0
"2019-04-29 01:00";356;13;0;0;0;1;0;0
"2019-04-28 01:00";1094;49;0;0;0;4;0;2
"2019-04-27 01:00";2290;15;0;0;0;3;0;0
"2019-04-26 01:00";3093;13;0;0;0;4;0;0
"2019-04-25 01:00";4286;27;0;0;0;3;0;1
"2019-04-24 01:00";2308;11;1;0;0;7;0;1
"2019-04-23 01:00";349;5;0;0;0;0;0;0
"2019-04-22 01:00";706;44;1;0;0;0;0;1
"2019-04-21 01:00";2;27;0;0;0;1;0;1
"2019-04-20 01:00";2;15;0;0;0;3;0;0
"2019-04-19 01:00";2;12;2;0;0;4;0;0
"2019-04-18 01:00";0;5;0;0;0;2;0;0
"2019-04-17 01:00";0;15;1;0;0;3;0;0
"2019-04-16 01:00";0;16;1;0;0;2;0;0
"2019-04-15 01:00";0;15;0;0;0;0;0;0
"2019-04-14 01:00";0;5;1;0;0;0;0;1
"2019-04-13 01:00";0;8;1;0;0;0;0;0
"2019-04-12 01:00";0;6;1;0;0;0;0;1
"2019-04-11 01:00";0;16;0;0;0;0;0;0
"2019-04-10 01:00";2;18;0;0;0;0;0;0
"2019-04-09 01:00";0;1;0;0;0;0;0;1
"2019-04-08 01:00";0;5;0;0;0;1;0;0
"2019-04-07 01:00";0;293;11;0;0;15;0;0
"2019-04-06 01:00";2;230;6;0;0;21;0;0
"2019-04-05 01:00";0;82;5;0;0;17;0;0
"2019-04-04 01:00";0;51;6;0;0;6;0;0
"2019-04-03 01:00";0;206;21;0;0;4;0;0
"2019-04-02 01:00";0;100;11;0;0;0;0;1
"2019-04-01 01:00";0;97;3;0;0;1;0;0
"2019-03-31 00:00";0;113;6;0;0;2;0;0
"2019-03-30 00:00";0;413;24;0;0;2;0;1
"2019-03-29 00:00";0;268;15;0;0;2;0;0
"2019-03-28 00:00";1;457;47;0;0;0;0;0
"2019-03-27 00:00";0;50;4;0;0;0;0;0
"2019-03-26 00:00";0;58;1;0;0;0;0;0
"2019-03-25 00:00";0;130;1;0;0;0;0;0
"2019-03-24 00:00";0;214;5;0;0;1;0;0
"2019-03-23 00:00";0;294;6;0;0;1;0;0
"2019-03-22 00:00";0;116;1;0;0;0;0;0
"2019-03-21 00:00";0;45;0;0;0;0;0;1
"2019-03-20 00:00";0;311;5;0;0;0;0;0
"2019-03-19 00:00";0;5;0;0;0;0;0;2
"2019-03-18 00:00";0;211;5;0;0;1;0;0
"2019-03-17 00:00";0;5;0;0;0;0;0;1
"2019-03-16 00:00";0;2;0;0;0;0;0;0
"2019-03-15 00:00";0;11;0;0;0;1;0;1
"2019-03-14 00:00";0;23;0;0;0;0;0;0
"2019-03-13 00:00";0;15;0;0;0;0;0;0
"2019-03-12 00:00";0;3;0;0;0;0;0;0
"2019-03-11 00:00";0;3;0;0;0;0;0;0
"2019-03-10 00:00";0;0;0;0;0;0;0;0
"2019-03-09 00:00";0;49;4;0;0;0;0;2
"2019-03-08 00:00";0;63;2;0;0;4;0;0
"2019-03-07 00:00";0;36;0;0;0;0;0;0
"2019-03-06 00:00";0;5;0;0;0;0;0;0
"2019-03-05 00:00";0;0;0;0;0;0;0;0
"2019-03-04 00:00";0;0;0;0;0;0;0;0
"2019-03-03 00:00";0;0;1;0;0;0;0;0
"2019-03-02 00:00";0;8;3;0;0;0;0;0
"2019-03-01 00:00";0;0;0;0;0;0;0;0
"2019-02-28 00:00";0;2;0;0;0;0;0;0
"2019-02-27 00:00";0;3;1;0;0;0;0;0
"2019-02-26 00:00";0;0;0;0;0;0;0;0
"2019-02-25 00:00";0;1;0;0;0;0;0;0
"2019-02-24 00:00";0;0;1;0;0;0;0;0
"2019-02-23 00:00";0;1;0;0;0;0;0;0
"2019-02-22 00:00";0;0;0;0;0;0;0;0
"2019-02-21 00:00";0;0;0;0;0;0;0;0
"2019-02-20 00:00";0;2;0;0;0;0;0;0
"2019-02-19 00:00";0;1;0;0;0;0;0;0
"2019-02-18 00:00";0;0;0;0;0;0;0;0
"2019-02-17 00:00";0;0;0;0;0;0;0;0
"2019-02-16 00:00";0;0;0;0;0;0;0;1
"2019-02-15 00:00";0;0;0;0;0;0;0;0
"2019-02-14 00:00";0;0;0;0;0;0;0;0
"2019-02-13 00:00";0;0;0;0;0;0;0;0
